"CLOSEDDATE","DESCRIPTION","CLOSED","CASE_REASON","STATUS","SUBJECT","COMPANY_NR","LCM_COMPLAINT_NUMBER","LCM_CUSTOMER_NUMBER","CREATED_IN_LCM","OWNER_LCM"
"29.06.2015","Gemäss telefon mit Herr Bürcher von heute 16.06.15 wollte er gemäss dem Auftrag von ADM Marino Tavianucci wieder die Mailadresse aktivieren, diese wurde irrtümlicherweise gelöscht.
habe es dem Kunden sehr sachlich erklärt, dass es gemäss Aussendienst Röthlisberger Jahr 2013 nicht mehr auf dem Brief war. und er bezahlen müsse
Er will das nicht akzeptieren und habe auch nie den auftrag gegeben, die mailadresse zu löschen.
Die mail adresse soll kostenlos bei der Aare Electric AG ergänzt werden.

Zudem beschwert er sich auch immer komplikationen mit uns zu haben seit x Jahren und das Telefonbuch habe er auch nicht bekommen, er möchte dies bestellen.


Danke für Kontaktaufnahme 031 951 6868 

Liebe Gruess Kim",1,"Product","Closed","Kunde will nicht für aufschaltung bezahlen",19067091,"1004510",4159594488,"16.06.2015","Laura Galatioto"
"","18.06.15/Annahme ESK 1:
Gemäss Rückmeldung Kube G. Reiter hat dieser fälschlicherweise Home.ch-Verträge ersetzt. ",1,"Publication","Closed","Home.ch Verträge von Kube ersetzt / VT-Nr. 3578299",19067140,"1004590",22995835,"18.06.2015","Gabriela Manser"
"","

Herr Neuenschwander meldet sich nochmals betreffend den Reklamation vom 21.01.2015. ",1,"Lösung aus vorheriger Bearbeitung","Closed","Lösung aus vorheriger Bearbeitung",19067148,"1000874",3376955252,"02.02.2015","Ingrid Alvarez"
"","gem. tel mit Frau Amstutz, hat Sie eine Geschäftsaufgabe und uns vor einiger Zeit eine Kündigung mit der Kopie der Auflösung des Mietvertrages. Von uns hat Sie dann einen nicht Kündbarbrief erhalten. Sie weiss nun nicht was Sie uns sonst noch für Beweismittel senden muss, da Sie nichts weiteres hat. Der neue Vertrag 
und der bestehende, möchte Sie löschen lassen. Sie wünscht einen RR von uns auf die Festnetznummer 021 634 77 27 damit man Ihr genau erklären kann was noch benötigt wird.",1,"Contract","Closed","Vertrag",19067276,"1000722",3265101332,"28.01.2015","Paloma Escurriola"
"","27.02.2015 RAM/27.02.2015 GeVo Nr. 1317567

RAM/Courrier du client, il souhaite modifier ses contrats. Peut-on SVP le contacter et revoir toutes sa situation contactuelle. Il désire le non renouvellement des contrats annonces annuaires papiers, Logo sur le site, Bannière Lausanne, Top listing Genève, Top listing Solothurn, Top listing Bienne, Top listing Genève Dépannage.

et conserver les local Link et les contrats infos pour Renens/Aire/Worben.

Je bloque la facture 224718 et ouvre un cas client. 
",1,"Product","Closed","Le client est insatisfait avec ses produits",19067283,"1001657",3597999087,"27.02.2015","Monia Rajhi"
"04.06.2015","gem mitteilung von hr stehrenberger (ADM) hr gössi habe am 4.2.15 reklamiert wegen seinen EI- wurde aber per lcm nur hin und her geschoben- nicht bearbeitet- er möchte nun erkäurung haben was mit seinen EI passiert- er will auch noch div Ei löschen ( Eintrag in Buonas und in Risch, sowie RU: Hochzeit und Floristik) 
er reklamiert dass seine fotos beim kunde unter 041 8502161 auf local.ch ersichtlich sind dies bitte löschen und hr gössi erklären, wie dies passieren kann.

danke fürs klären",1,"Product","Closed","reklamation nicht beantworten schreiben vom 4.2.15, sowie löschung div ZEs und seine bilder beim falschen kunde",19067293,"1003964",3971067534,"29.05.2015","Giovanna Rakoczi"
"","12.03.2015 RAM/La cliente conteste la facture No 193535, car l'année passé ( 2014 ), elle a annoncé sa cessation d'activité au conseiller et lui a envoyé le transfert de bail.
En rediscutant le dossier avec le conseiller et en demandant conseil autour de moi. J'annule la facture concernée 40 % comme dédommagement. ",1,"Bill","Closed","La cliente conteste la facture No 193535",19067437,"1001973",3265101499,"12.03.2015","Monia Rajhi"
"17.02.2015","gem email von frau grosjean bittet sie um Klärung wegen falschen angaben im Buch falsche platzierung.",1,"Publication","Closed","Falsche angaben im local guide",19067468,"1000625",3415634415,"26.01.2015","Martina Neuhaus"
"","7.05.2015
Mail von RD Berschinger.
Mail von Rossano Verrienti: Bitte sofort storno ausführen:
Vertrag Nr. 8480978.001 Banner wurde von AA nicht dirch den neuen Vertrag 3486437.001 ersetzt, obwohl es korrekt auf Vertrag geschriebem wurde. Fehler AA.
Kundin hat alles einbezahlt, obwohl Sie es bemerkt hat, jedoch keine Mahnung wollte.
Bugmann Juliette hat sich um das Anliegen gekümmert.",1,"Contract","Closed","Vertrag 8480978 nicht ersetzt",19067561,"1003324",3945938667,"07.05.2015","Manuela Rittmeyer"
"09.06.2015","gem. tel. mit Frau Quadri hat Sie mit mitgeteilt das die Rechnung falsch zugestellt worden ist  die Firma  R,Quadri AG hat einen neuen Inhaber und der neue Inhaber müsste die RG erhalten und nicht Sie.
die CONTM adresse wurde im NX noch nicht angepasst und deshalb hat Frau Quadri die Rechnungen immer noch erhalten.",1,"Bill","Closed","Rechnungskorrektur",19067638,"1004249",3265101654,"09.06.2015","Dominic Blum"
"","20.02.2015 / Annahme ESK2 / Reto Z.
Die Kundin meldet sich im CC da das Logo immer noch falsch ist und sie die von RL Noll versprochenen GUT immer noch nicht erhalten hat",1,"Product","Closed","Unzufrieden mit FS",19067722,"1001456",3557243145,"20.02.2015","Reto Zimmermann"
"02.03.2015","23.02.15/Annahme ESK 2:
Die zweite Telefonnummer untenstehend (081 330 09 09) ist von der Konkurrenz des Kunden (Bäckerei Hitz), zusätzlich stimmt die Jubiläumsangabe von 15 Jahren nicht, es sind 25 Jahre.  
",1,"Product","Closed","Print mit falscher Tel. und Jubiläumsangabe / VT-Nr. 3359978.003",19067861,"1001496",3563377395,"23.02.2015","Gabriela Manser"
"30.04.2015","30.04.15/Annahme ESK 1:
Gemäss Rückmeldung von Uelku Onaranlar ist das Info aus VT-Nr. 3603093.004 
3 Wochen zu spät aufgeschaltet worden. ",1,"Publication","Closed","Info nicht on / VT-Nr. 3603093.003",19068029,"1003124",3265101881,"30.04.2015","Gabriela Manser"
"","Herr Frehner meldet sich über die GL betreffend dem falsch publizierten Eintrag. 
Dieser wurde nie korrekt angepasst, er hat sich zudem mehrmals gemeldet. Zudem ist noch vom Aussendienst die Situation betreffend Werbeprodukten verschlimmert worden.",1,"Publication","Closed","Publikation",19068172,"1003710",4010915478,"20.05.2015","Adrian Utz"
"","Salut,

Suite demande de Mr Jean-Marc Defferrard le 13.02.2015 pour une modification d'adresse pour la Pépinières Bonsaï, j'ai fais le necessaire et renvoyé la confirmation par mail.

Le cliente conteste aujourd'hui la facture mais hors délais car c'est vrai que c'est une correction d'adresse fais la commune et non une modification, donc ne doit pas etre facturer.

Merci de faire une bonification de 120CHF pour ce client.

Meilleures salutations.

Yann Alarco.",1,"Bill","Closed","Facture",19068176,"1004053",4081946693,"02.06.2015","Raffaello Scumaci"
"","Kunde meldete sich bei uns mittels einem Schreiben. 
Er fragt sich weshalb bei ihm eine zusätzliche URL-Adresse publiziert wurde. Diese gehöre nicht ihm, auch bereits letztes Jahr ist dies passiert.",1,"Service","Closed","Service",19068205,"1001935",3265101996,"11.03.2015","Adrian Utz"
"","Das Gut zum Druck ist am 14.8.14 gekommen, am 21.8.14 sollte es retourniert werden.
Kundin hatte die Faxnummer von ADM, leider ist dieser Fax scheinbar nie angekommen.
Somit wurde das Inserat Falsch gedruckt:
Schreibfehler im Namen
PLZ falsch

Kunde will die Rechnung nciht bezahlen, vorallem weil die Firma sagt Sie haben die korrekturen schon mit dem ADM bespochen und es sein nicht Ihr Fehler bekommen Sie eine falsche Faxnummer.
Der Fall ist leider schon bei Alphapay.

Frau MArugg hat sich nun gemeldet, Hersberger Revisionsstellen Gesellschafts AG
Sie ist für die FIrma Stebler Coiffure GmbH zuständig.
Sie möchte eine Lösung mit uns finden.

Sie ist erreichbar unter 061 915 90 63 oder 061 915 90 60

Merci!",1,"Product","Closed","Produkt",19068284,"1001599",3591982436,"26.02.2015","Tânia Cristina Goncalves da Silva"
"","gem: tel mit Herr Ilg hat er uns schon mehrere male kontaktiert, betreffend der RG von 90.00 // 200000830490 man hatte ihm versprochen, dass wir eine RG korrektur veranlassen wurde aber nicht erledigt. ",1,"Bill","Closed","Rechnung",19068345,"1001078",3500214054,"10.02.2015","Paloma Escurriola"
"24.03.2015","Gem tel mit Herr Casty geht es um die Fr.90.00 mut gebühr. diese sind nicht korrekt.
herr casty hat öffnungszeiten ergänzt wollte aber nichts zahlen, und liess sie wieder in den 14 tagen löschen.
Jonas Berbig hat aber vergessen die Gebühren zu löschen.",1,"Service","Closed","Mut Gebühr nicht richtig",19068407,"1002262",3728668486,"24.03.2015","Martina Neuhaus"
"","Gemäss Tel Frau Beck sind sie mir den neuen Verträgen nicht einverstanden. 
Schon als erstes das Frau Karin Schneebeli keine Unterschriftberechtigung hat und weil gemäss Ihr die Verträge nicht nach Ihren wünschen gemacht wurden.
Es ist notwändig alle nicht gewünschte Verträge anzuschauen und evetuell zu stornieren denn sie möchte wirklich nur noch
3 also link und 2 Inserate alles andere wird sie nicht bezahlen da sie anscheinend wegen der Unterschrift Rechtswidrig sind.
",1,"Contract","Closed","Veträge",19068437,"1002210",3710249044,"20.03.2015","Mona Trindler"
"02.07.2015","19.05.2015 
Gem Tel mit Frau Bischofberger, Sie hat eine RG 265058 erhalten mit 2 genau gleichen Positionen drauf. ich habe im Samba gesehen das Sie 4 Toplinsting hat. Affoltern am Albis weisse und gelbe Seiten jedoch Wohlen 
2 mal weisse Seiten unter der RU Gipsergeschäft. 
Auch im Vertrag 3582697 ist dies so hinterlegt die Kundin sagt das Toplisting in den weissen Seiten ist doppelt. bitte überprüfen und der Kundin eine Rückmeldung geben ich habe die RG im SAP mit A gesperrt.
Sie ist erreichbar unter 044 763 74 70",1,"Contract","Closed","Vertrag",19068536,"1003651",4004115054,"19.05.2015","Manuela Rittmeyer"
"","21.05.15/Annahme ESK 1:
Gemäss Rückmeldung von Kube G. Reiter funktioniert die Aufschaltung des Infos aus Vt-Nr. 3622988.004 nicht.
Es wird erstellt und funktioniert zwei Tage und danach ist es wieder weg.
",1,"Contract","Closed","Info funktioniert technisch nicht / VT-Nr. 3622988.004 ",19068550,"1003727",3265102090,"21.05.2015","Gabriela Manser"
"11.06.2015","Hallo Zusammen

bei diesem Kunden bitte eine Gutschrift von 360 chf machen bei swisscom.
Es war ein missverständniss meinerseits.
gem. tel herr Hiestand am 8.6

merci und gruss",1,"Service","Closed","Rechnungsgutschrift",19068690,"1004344",3265102184,"11.06.2015","Martina Neuhaus"
"27.05.2015","21.04.2015 / Annahme ESK1 / Reto Z.

Falleröffnung Customer Care 20.04.2014:
Herr Portmann beschwert sich dass er doppelt Zahlt.
Zahlungen sind keine doppelt reingekommen, leider ist ein durcheinander mit den Bannern die er hat.
So wie ich es sehe laufen Banner in Luzern, Sursee, Willisau und Hochdorf doppelt.
Es sind di gleichen Ortschaften und die gleichen Rubriken bei den Bannern.


A Fahrschule Luzern
Pirmin Portmann
Ruopigenplatz 4
6015 Luzern
041 250 77 77
079 341 67 77

",1,"Service","Closed","Service",19068889,"1001442",3265102308,"20.02.2015","Reto Zimmermann"
"","01.06.15 - Accettazione
Ricevo e-mail da KUBE Virgilio Ferraro:
""in data 11.02.2015 ho venduto alla cliente Solesolario SA cod. cliente 1310506 3 Mobile First, sostituendo 3 Inserzione sulle Local Guide (vedi documento alegato).
In realtà la cliente ha ricevuto la fattura delle inserzioni sostituite. Prego aprire un caso clienti.""

KUBE ha ricevuto in data 25.05.15 e-mail da cliente:
""Gentili Signore,
Egregi Signori,
l'11.02.2015 abbiamo stipulato il contratto no. 3565556 che, come potete vedere dall'allegato, SOSTITUIVA il contratto no. 3345638.
Vi preghiamo quindi di controllare e annullare le fatture citate a margine.
Attendiamo una vostra conferma, e cordialmente salutiamo. Gloria Colombi.""",1,"Contract","Closed","Vertrag",19069039,"1004032",3265102429,"02.06.2015","Giancosimo Jadanza"
"","27.05.15 - Accettazione
Ricevo e-mail da RL A.Rolli:
""Ciao Gianni
Lo giro a te questo email, ti spiegherò .
Quando puoi mi chiami un attimo?""

RL ha ricevuto e-mail da KUBE Marco Arcini, data 26.05.15:
""Ciao Anto, ecco la mail che aspettavo da parte del cliente.
Spero si possano eliminare le spese in quanto il cliente mi ha ribadito il fatto che non ha mai ricevuto nessun richiamo da parte nostra !
Da notare che sono clienti da anni e che non abbiamo mai avuto problemi di pagamento tanto è vero che come ha ricevuto questo sollecito con spese ha provveduto a pagare la nostra somma, ma è rimasto allibito dal fatto spese senza aver ricevuto solleciti o avvisi.
Apsetto info da poter comunicare al  medesimo 
Grazie saluti, Marco Arcini.""

26.05.15
KUBE Marco Arcini riceve e-mail da cliente:
""Egregio signor Arcini, 
come anticipato dal direttore Giuseppe Matarazzo, le invio la copia contabile relativa al pagamento della fatt. 225999. 
Cordiali saluti. chiara colombo / segretaria""

28.05.15 - Elaborazione
Faccio evaluazione del caso ed invio e-mail a RL Antonella Rolli:
""Ciao Antonella
Suppongo che si tratta del cliente 1216434, Publineon Sagl, Agno.
Pls sempre menzionare il no. cliente.
In allegato ti invio copie delle fatture inviato al cliente.
Quello che trovo molto strano, che per la fattura no. 225999 / CHF 793.80, IVA incl., al cliente è stata inviata in data 14.02.15 la 1. fattura, in data 30.03.15 il primo richiamo e in data 20.04.15 il secondo richiamo (in allegato in verde).
Ma il cliente sostiene che non ha mai ricevuto la sollecitazione di pagamento.
La fattura no. 229132 (in allegato in blu) è stata inviata in data 21.02.15 e pagata in data 31.03.15.
Poi riceve corrispondenza da Alphay.
Da notare:
tutta la corrispondenza è stata inviata sempre al indirizzo:
Publineon Sagl, Matarazzo Giuseppe, strada Regina 120, 6982 Agno
Se capisco bene, il cliente sostiene che per la fattura no. 225999 non ha MAI ricevuto sollecitazione di pagamento.
Sono molto curioso di ascoltare la spiegazione di tutto ciò.
Chiamami quando puoi.""
",1,"Bill","Closed","Cliente ha ricevuto sollecitazione pagamento da Alphapay",19069040,"1003904",3265102430,"28.05.2015","Giancosimo Jadanza"
"26.03.2015","ungültig ",1,"Lösung aus vorheriger Bearbeitung","Closed","ungültig",19069164,"1002333",3265102469,"26.03.2015","Dalija von Gunten"
"","Doppelt mit 1392660 ",1,"Contract","Closed","Doppelt mit 1392660 ",19069340,"1004271",3591753813,"10.06.2015","Gabriela Manser"
"","10.06.15/Annahme ESK 1:
Gemäss Rückmeldung RL Turcis sind die 5 Ortsbeginn-Inserate falsch erschienen. Fehler:
Kunde wollte die E-Mailadresse und die Faxnummer nicht mehr publiziert haben. ",1,"Contract","Closed","5 falsche Ortsbeginn-Inserate / Vt-Nr. 3571442.001 - 005 ",19069340,"1004280",3591753813,"10.06.2015","Gabriela Manser"
"13.07.2015","03.07.2015 / Annahme ESK1 / Reto Z.

Falleröffnung Customer Care 08.06.2015:
Gem tel mit frau bachmann geht es um den neu vertrag 3599610 produkt toplisting. der alte vertrag 3519076 toplisting läuft noch bis im august 15.
der neue vertrag toplisting bereits jetzt und auch schon in rg gestellt.
dies darf nicht so sein. Rg ist blockiert.",1,"Contract","Closed","Toplisting falsche Aufschaltdatum",19069437,"1004200",3265102756,"08.06.2015","Reto Zimmermann"
"","08.05.2015 :

Le client est connu. Il est d'une mauvaise foi extrême.

Il exige le remboursement de la somme de CHF 300.00 versée à ALPHAPAY SA pour Swisscom. Il affirme que ce montant aurait été annulé par Swisscom mais qu'ALPHAPAY SA nous l'aurait transférée...

Bastien V.",1,"Bill","Closed","ALPHAPAY",19069535,"1003390",3265102692,"08.05.2015","Bastien Venturi"
"18.02.2015","Mail IPEK :
Selon tél Mme Hodel, la cliente a reçu la confirmation de commande et fait la remarque que le contrat 3545398 a été clôturé sans des rabais.   
Ce n’est pas comme discuté avec le vendeur, Monsieur Salzmann Sébastien. Elle a seulement signé le contrat, parce que le vendeur a dit qu’il va lui faire ce contrat gratuit.  
La raison c’est la suivante: Apparemment la cliente apparaissait longtemps avec un faux numéro (021 881 49 12) et c’est pour ça que le vendeur aurait dit qu’il va lui faire ce contrat comme cadeaux.   
Elle essaye depuis 2 jours de le joindre, mais sans succès.   
La cliente va faire parvenir sa réclamation aussi par écrit, mais elle m’a prie de vous écrire aussi.  
Elle n’est pas prête de payer pour ce contrat.  
Merci de vérifié ce cas.  
",1,"Service","Closed","CLiente ne comprend pas contrat et facture, pensait que contrat gratuit en dédommagement",19069644,"1000807",3265102864,"30.01.2015","Julie Frei"
"30.03.2015","17.03.15/Annahme ESK 1:
Bei SL sind die gesperrten RGN aus VT-Nr. 3480486  aufgefallen.",1,"Publication","Closed","Vertrag ohne Sofortstornoformular ersetzt / VT-Nr. 3480486 + 3454348",19069868,"1002097",3265102987,"17.03.2015","Gabriela Manser"
"01.06.2015","28.05.15/Annahme ESK 1:
Gemäss Anruf Frau Leuenberger vom 27.05.15 sind die Links aus VT-Nr. 3455706 + 3480488 doppelt.",1,"Contract","Closed","Doppelte Links / VT-Nr. 3455706 + 3480488",19069868,"1003887",3265102987,"28.05.2015","Gabriela Manser"
"","17.04.2015 / Annahme ESK0 / reto Z.

Falleröffnung Customer Care 08.04.2015:
Kunde retourniert GzA mit Vermerk aufgeschoben VT nicht wie abgemacht. habe gesehen dass man es bereits an RL Birinci und Kube Avantaggiato und Iosca gesendet hat evtl Kudifall eröffnen",1,"Contract","Closed","Vertrag bicht so wie abgemacht",19070191,"1002513",3265103062,"08.04.2015","Reto Zimmermann"
"13.05.2015","12.05.2015 / Annahme ESK0 / Reto Z.
Herr Calabrese ruft an betreffend den Verträgen. Er hat ein durcheinander weil der neue Vertrag den alten ersetzt. Diese Ersetzung wird aber erst per Ablauf des Vertragsjahres des alten Vertrages wirksam, und trotzdem wurden 2 Produkte des neuen Vertrages schon
aufgeschaltet und verrechnet.",1,"Contract","Closed","Vertragslaufzeiten überschneiden sich",19070191,"1003502",3265103062,"13.05.2015","Reto Zimmermann"
